"initial_alias","converted_alias","name","description","namespace"
"BTK","695","BTK","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP7","7874","USP7","ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NNMT","4837","NNMT","nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR6P1","128366","OR6P1","olfactory receptor family 6 subfamily P member 1 [Source:HGNC Symbol;Acc:HGNC:15036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSTF3","1479","CSTF3","cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRFAP1L1","114932","MRFAP1L1","Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC91","55297","CCDC91","coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALDOC","230","ALDOC","aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIAA1033","None","None","None",""
"IP6K2","51447","IP6K2","inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLCO1B1*1,","None","None","None",""
"SLCO1B1*2","None","None","None",""
"ARSH","347527","ARSH","arylsulfatase family member H [Source:HGNC Symbol;Acc:HGNC:32488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO2","26232","FBXO2","F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BECN1","8678","BECN1","beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:PMULQ1FYRRP6BVIV/PLC3SWPKCS","None","None","None",""
"SOX7","83595","SOX7","SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:P07228","None","None","None",""
"UCHL3","7347","UCHL3","ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR13C3","138803","OR13C3","olfactory receptor family 13 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBKBP1","9755","TBKBP1","TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2C19*1,","None","None","None",""
"CYP2C19*2,","None","None","None",""
"CYP2C19*3,","None","None","None",""
"CYP2C19*5,","None","None","None",""
"CYP2C19*6,","None","None","None",""
"CYP2C19*7,","None","None","None",""
"CYP2C19*8","None","None","None",""
"CALCOCO1","57658","CALCOCO1","calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP10","4319","MMP10","matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRIK3","2899","GRIK3","glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGDR2","11251","PTGDR2","prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RWDD1","51389","RWDD1","RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPH","64946","CENPH","centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:XJ3ZQYAZMMJR+9BDM4SJN3O5IR0","None","None","None",""
"OR5AK2","390181","OR5AK2","olfactory receptor family 5 subfamily AK member 2 [Source:HGNC Symbol;Acc:HGNC:15251]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC3","2071","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VDAC2","7417","VDAC2","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLCB2","5330","PLCB2","phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLL1","28514","DLL1","delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALNT3","2591","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF13B","23495","TNFRSF13B","TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMM22","29928","TIMM22","translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AFDN","4301","AFDN","afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS4Y2","140032","RPS4Y2","ribosomal protein S4 Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:18501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAPC4","6621","SNAPC4","small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPSAP2","5636","PRPSAP2","phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UTS2","10911","UTS2","urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AARS","None","None","None",""
"CXCR1","3577","CXCR1","C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOLC1","9221","NOLC1","nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:WKLN1KEAN92EOO5PUJORW2QIP8I","None","None","None",""
"PFDN6","10471","PFDN6","prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAT2A","2648","KAT2A","lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZH1","2145","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZR","7430","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:Q9NXX0","None","None","None",""
"CYP2D6*1,","None","None","None",""
"CYP2D6*10,","None","None","None",""
"CYP2D6*18,","None","None","None",""
"CYP2D6*2,","None","None","None",""
"CYP2D6*21,","None","None","None",""
"CYP2D6*44,","None","None","None",""
"CYP2D6*5","None","None","None",""
"UL42","None","None","None",""
"TEGAFUR","None","None","None",""
"GRK3","157","GRK3","G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOK4","55715","DOK4","docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTNNBIP1","56998","CTNNBIP1","catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2K","3093","UBE2K","ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLSPN","63967","CLSPN","claspin [Source:HGNC Symbol;Acc:HGNC:19715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SITAGLIPTIN","None","None","None",""
"LAMA5","3911","LAMA5","laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTNNB1","1499","CTNNB1","catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCD","6319","SCD","stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE12","201626","PDE12","phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGFRL1","53834","FGFRL1","fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAE1","10055","SAE1","SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED15","51586","MED15","mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFAND2B","130617","ZFAND2B","zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA2","4695","NDUFA2","NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR52L1","338751","OR52L1","olfactory receptor family 52 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:14785]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SMOC1","64093","SMOC1","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPM","4670","HNRNPM","heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC37","9652","SKIC3","SKI3 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:23639]","UNIPROT_GN"
"WDR46","9277","WDR46","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIG3","3980","LIG3","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPM","1368","CPM","carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-A*24:02:01:01","None","None","None",""
"HOMER3","9454","HOMER3","homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASLG","356","FASLG","Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C9ORF16","None","None","None",""
"HDDC3","374659","HDDC3","HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD207","50489","CD207","CD207 molecule [Source:HGNC Symbol;Acc:HGNC:17935]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANP32E","81611","ANP32E","acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGKV3D-20","None","None","None",""
"PLOD1","5351","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP6V0D2","245972","ATP6V0D2","ATPase H+ transporting V0 subunit d2 [Source:HGNC Symbol;Acc:HGNC:18266]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLN1","7094","TLN1","talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBBP4","5928","RBBP4","RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF559","84527","ZNF559","zinc finger protein 559 [Source:HGNC Symbol;Acc:HGNC:28197]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NQO2","4835","NQO2","N-ribosyldihydronicotinamide:quinone reductase 2 [Source:HGNC Symbol;Acc:HGNC:7856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTF1","1489","CTF1","cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD86","942","CD86","CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF1","51103","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF417","147687","ZNF417","zinc finger protein 417 [Source:HGNC Symbol;Acc:HGNC:20646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN4","5775","PTPN4","protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLI1","2313","FLI1","Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANGPTL3","27329","ANGPTL3","angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANK1","286","ANK1","ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGA7","3679","ITGA7","integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRE11A","4361","MRE11","MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]","UNIPROT_GN"
"CYBB","1536","CYBB","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCA","2175","FANCA","FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALB","5899","RALB","RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR6N1","128372","OR6N1","olfactory receptor family 6 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:15034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR5M9","390162","OR5M9","olfactory receptor family 5 subfamily M member 9 [Source:HGNC Symbol;Acc:HGNC:15294]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNMB4","27345","KCNMB4","potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RDH5","5959","RDH5","retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YLPM1","56252","YLPM1","YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX2","6657","SOX2","SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC19A1","6573","SLC19A1","solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HECTD2","143279","HECTD2","HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGH","5283","PIGH","phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2L5","81466","OR2L5","olfactory receptor family 2 subfamily L member 5 [Source:HGNC Symbol;Acc:HGNC:15011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:B2L3N7","None","None","None",""
"IDI1","3422","IDI1","isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF8","50717","DCAF8","DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMO7","4008","LMO7","LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD9B","144715","RAD9B","RAD9 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:21700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF10D","8793","TNFRSF10D","TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDC3","9672","SDC3","syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF6","55827","DCAF6","DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH2D2A","9047","SH2D2A","SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPBAR1","151306","GPBAR1","G protein-coupled bile acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:19680]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLCD3","113026","PLCD3","phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAP1GAP2","23108","RAP1GAP2","RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAT7","11143","KAT7","lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SINA","None","None","None",""
"TNNI2","7136","TNNI2","troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX52","11056","DDX52","DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYTL2","54843","SYTL2","synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XIRP2","129446","XIRP2","xin actin binding repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMIZ1","57178","ZMIZ1","zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLA2G4B","100137049","PLA2G4B","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2R2","54926","UBE2R2","ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP4K1","11184","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:PSWQNF5JR/KCFLMMWFLPSN6CNXC","None","None","None",""
"CHD8","57680","CHD8","chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOCK11","139818","DOCK11","dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MADD","8567","MADD","MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:ISHFMF59ZUHURYV+ZRMENLXITQO","None","None","None",""
"GPR84","53831","GPR84","G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3CB","5291","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3CL","728689","EIF3C","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3CL","8663","EIF3C","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3CL","728689","EIF3CL","eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP4R1","9989","PPP4R1","protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFAP5","8076","MFAP5","microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEAD1","7003","TEAD1","TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XCR1","2829","XCR1","X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENO3","2027","ENO3","enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSTR4","6754","SSTR4","somatostatin receptor 4 [Source:HGNC Symbol;Acc:HGNC:11333]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C8B","732","C8B","complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MAD1L1","8379","MAD1L1","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TROVE2","6738","RO60","Ro60, Y RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11313]","UNIPROT_GN"
"CYP2A6*10,","None","None","None",""
"CYP2A6*11,","None","None","None",""
"CYP2A6*18A,","None","None","None",""
"CYP2A6*19,","None","None","None",""
"CYP2A6*1A,","None","None","None",""
"CYP2A6*4A,","None","None","None",""
"CYP2A6*4C,","None","None","None",""
"CYP2A6*7,","None","None","None",""
"CYP2A6*9A","None","None","None",""
"HOXD8","3234","HOXD8","homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPRYD7","57213","SPRYD7","SPRY domain containing 7 [Source:HGNC Symbol;Acc:HGNC:14297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDHR5","53841","CDHR5","cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
